text,sentiment
Bad apps,Negatif
"Uda lumayan, Kalau bisa ada FILTER berapa orang dewasa dan anak-anak terus untuk lokasi tersedia kursi yang berdekatan. Dan tanggal available nya ya. Kek di app hotel punya itu maksud saya si. CapeK cari satu satu studionya. Semua pada full pula, dari hari 1 hari ke dua gitu pula. Bayangkan berapa studio saya cari semua unavailable. Ampun dah. Kalau uda ada filter memudahkan saya, saya ubah tar jd full bintangnya.",Positif
"Coba pembayarannya jangan cuman pake dana, jadi males harus install app lagi. Harusnya pake virtual account aja biar lebih mudah",Positif
bagus gess,Positif
Yeah,Positif
I'd rather buy tickets offline than paying fee PER TICKETS. that fee PER TICKETS is outrageous and stupid if you buy a lot of tickets. Why won't you charge the fee's per transaction ? Isn't this app is to facilitate the transaction ? You already got an ad on the first we open the app and you also charging fees per tickets ? Damn this company is even more greedier than before,Negatif
Pesen tiket ga usah ngantri lagi.. terima kasih mtix,Positif
Good😎,Positif
Simple pay,Positif
nice app,Positif
👍👍👍,Positif
Sangat bagus apknya sumaph gk nyesal mendownload nya apalagi kalau mesan tiket online di film yg ramai peminatnya sumpah itu enak kali,Positif
I never do the transaction in this app because i think there are many bugs that will get me the worst experience like crashing or force closed. But guess what this app has gone from the worst to useless. Everytime I access in any page it wont load even i just want to check the available seat in my local theatre. Well guess I just try directly go to the theatre.,Negatif
Top markotop,Positif
"This apps is very friendly, has eyes-catching, easy to find out the movies, familiar to use method of payment. Many Thanks 😊",Positif
Need more options except dana,Positif
Gabisa login. Tiba2 log out pdhl sebelumnya aman2 aja. Udh reset password 3x juga tetep tulisannya kesalahan userID/password,Negatif
fine,Positif
Very Helpfull,Positif
ini gimana saya mau bikin password kok ga bisa udh ikutin 8 kombinasi huruf karakter,Negatif
"Gajelas, kesalahan mulu ampe bosen. Ada tax fee 3000 tuh dipake buat pengembangan app biar ga error2. Komplen kayak gini juga paling dibales mohon maaf atas keridaknyamanannya, bla bla bla, pake template. Aplikasi gajelas, adminnya males.",Negatif
"jelek bgt pengen bikin akun baru malah nge stuck, mana g dikasih kodenya",Negatif
"penggunaan sangat mudah, tampilan minimalis namun elegan 👍",Positif
Tampilan kursi sering tidak muncul terutama di saat tanggal film yang diminati banyak orang rilis,Negatif
Apk gampang eror,Negatif
"Sering sekali error, ini aplikasi tertolong oleh pembayaran doang pakek dana kalo kayak aplikasi sebelah ga pakek dana ribet. Tolong diperbaiki terlalu sering terjadi error.",Negatif
"Aplikasinya sudah sering sekali eror tapi tidak pernah ada kemajuan. Pasti akan terus terulang, apalagi jika ada film yang ramai peminatnya. Sangat disayangkan, TIX ID seperti tidak belajar dari kesalahan yang sudah terjadi. KECEWA.",Negatif
"make it easy to buy cinema tickets , it's really fast",Positif
good so far Update 5/5/22: Setelah diupdate ke versi terbaru malah eror. Tidak muncul pilihan kursi. Ausah di refresh berkali kali.,Negatif
Kok gak ada pilihan kursinya. Masa disemua Jam ufah kebooking full. Ngadi2 nih sistem,Negatif
Ini kenapa di lokasi Bali gaada film yang lagi tayang ya. Udah beberapa kali reinstall tetep aja spt itu.,Negatif
error terusssssss,Negatif
"SISTEM SEDANG BERMASALAH? DI SAAT MAU BELI TIKET MALAH YG DAPET BEGINI? BENAHI SISTEM OPERASINYA! DARI DLU KOK MASALAHNYA SELALU ITU ITU SAJA, SAMPAI UNINSTALL INSTAL LAGI.. SAYA KIRA AKAN LEBIH BAIK KOK TERNYATA SAMA SAJA!",Negatif
"Bad App, can't even buy a ticket cause it says ""unexpected system error occurred, Please Try Again"" I've been waiting for 2 hours",Negatif
error mulu,Negatif
"Cuma bintang 4 karena biaya adminnya agak kmahalan, but over all sangat memuaskan",Positif
Cek nais,Positif
Nice application,Positif
くコ:彡,Positif
Please added gopay payment method and i will give you 5 stars,Positif
Fitur poin nya aktifin lg dong,Positif
Coba bisa bayar pake gopay. Lebih mudah,Positif
"Really Helpfull , 5 Star For You Homie",Positif
Gagal mulu buat mesen tiket,Negatif
Error,Negatif
Memudahkan beli tiket,Positif
Mudah dan cepat selama ada saldonya hehehe,Positif
Lemott,Negatif
saya tidak bisa membuat password,Positif
"B4 pandemic i already have and statisfy with the apps,and i activate again now and its still good,hope they can bring back the event buy 1 get 1 free again,thank you",Positif
Usable,Positif
Kenapa aplikasinya tidak bisa dibuka? Padahal sampe download di 2hp. Tapi ga masuk menu utama,Negatif
Sampah,Negatif
"You guys better fix your bugs, everytime upcoming pre-sale ticket your system always broke. And your admin fee increase too big now😌",Negatif
"masi butuh desk? cih, udah keren juga",Positif
Ok bagus,Positif
Jooossss,Positif
"Payah. Teater belum beroperasi bisa dibeli tiketnya di TIX ID. Pas saya minta refund, mereka berkelit. Bukan sial nilai uangnya tapi ini soal akurasi data. Parah! Sumpah jangan pakai TIX ID!",Negatif
"Bagus, lancar, mempermudah, banyak bonus",Positif
bad conection,Negatif
Memudahkan pembelian tiket bioskop,Positif
ntapp,Positif
Goodd,Positif
does its job,Positif
Bagus anjir,Positif
It is helpful,Positif
ILYSM,Positif
Very useful application..,Positif
Simple tapi pasten 👍,Positif
Terima kasih aplikasi yang memudahkan,Positif
Loyaltix point tidak bisa di gunakan sama sekali. Jadi untuk apa ada loyaltix point?,Negatif
Error mulu anj aplikasi tolol,Negatif
"Informasi lebih baik daripada aplikasi milik bioskopnya sendiri, pembayaran dengan DANA sangat mudah sekali tinggal satu kali klik saja",Positif
Good application ⭐⭐⭐⭐⭐,Positif
"mudah, cepat",Positif
"Ui mudah, pembayaran mudah. Mantap",Positif
"Helpful, thankyou",Positif
"Banyak promonya,ya intinya recommended",Positif
Hobi REFUND!,Negatif
"Been a member since day one, one of the best cinema ticketing in the market. Please continue to grow and make better services. And don't forget to reward your loyal members.",Positif
Kereen seamless proses beli tiket,Positif
Mau nanya tix id udah gabisa beli xxi ya,Positif
"loyaltix ny belum bisa dipake, poin gw dh mau hangus ni🙄",Negatif
"Setelah di update sekarang abis pilih kursi akan keluar pemberitahun tentang jaga bioskop aman dan sehat. Pemberitahuannya gabisa di dismiss yang mengakibatkan aplikasi gabisa dipencet apa apa dan transaksi jadi tidak bisa dilakukan. Tolong dong diperbaiki, hal ini sangat menghambat dan tidak efisien!!",Negatif
"Bagus, aplikasi berjalan dg lancar. Pertahankan",Positif
Lot of bug... can't open the entire menu. Can't see the time.,Negatif
"Lemot bgt, down muluu",Negatif
Platform buat war yang enak banget. Prosesnya cepet apalagi kalo bayar pake dana,Positif
Praktis membooking kursi nonton di bioskop 👍,Positif
amazing apps,Positif
Noice,Positif
Help a lot,Positif
OKE.,Positif
"I would give minus stars if possible. To earn loyalty points you must make a purchase within 7 days from the last purchase. The 7-day calculation must be PRECISE to the hour. If you bought 2 movie tickets last Saturday at 10.00, you will not earn loyalty points for this Saturday's purchase made before 10.00 because it is NOT EXACT 7 days yet . The customer care staff suggested to check the hour in purchase notification e-mails. This solution is so NOT customer-centric!",Negatif
Oke oke..aplikasinya,Positif
Jozz...,Positif
Gak bisa beli tiket di app ini ternyata ..,Negatif
"Easy to use but.. when I was going to binding the payment with dana, the apps doesn't load/pop-up though my internet connection is stable. Please fix this, then I'll give 5 stars.",Negatif
Useful and easy to use.,Positif
Top bgt,Positif
"Simple to use and helpful, thanks",Positif
"Slowwww so slowwww to open the app, my internet is normal when I open the other booking ticket app",Negatif
Masalah koneksi di beberapa provider kartu jelek sekali,Negatif
"I Can't use my Loyaltix poin. There's a reminder ""2.000 poin anda akan kadaluwarsa pada 29 juni 2022"" so i want to use it but i can't cause it just say ""segera hadir"", so i wanna know when i can use my poin? Thank you, this app help me a lot.",Positif
"Kok no dana harus sesuai hp yg di tix harus nya bisa dirubah, no tix dan hp dana beda badd apps👇",Negatif
Kalo pake tix id jadi lebih gampang nonton flim,Positif
Semoga servernya lancar teruss,Positif
"I can't agree with Rp4000,00 fee.",Negatif
"Udah tau aplikasi dana sering bermasalah, eh dipaksa bayar pake dana, cari kek payment gateway yang lain. padahal aplikasinya udah bagus, dananya engga.",Negatif
"Loyal tix gabisa di aktivasi email, ga ada kode yang masuk. Dah gitu gabisa resend kode setelah 15 menit, tolong diperbaiki bugnya",Negatif
Mantap deh ini aplikasi sangat membantu,Positif
"good, but I hope that this application can run more smoothly than before.",Positif
yayyy banyakin voucher yhhh,Positif
Less responsive than the previous update,Positif
"minim promo, payment only via Dana, and if you want to buy tickets in large quantities, you've to spend more money because any admin fee 3000/ ticket",Negatif
"Mbok ya ditambahin metode pembayarannya, sudah banyak lho pilihan yg tersedia",Positif
Now I don't need to wait in line to watch cinema,Positif
Knp poin loyalty dari zaman mulai pandemi 2thn lalu belum bisa diredeem & ditukar voucher?!?!,Negatif
Mudah dan enak dipakai,Positif
Tempat paling bagus buat beli tiket film,Positif
nice apps,Positif
Can you add flix cinema,Positif
"Stupid ashole peduli lindungi popup,cant buy ticket,fak youuu,goddamn!",Negatif
booking fee 4000 perak!!! keterlaluan 👎👎👎💩💩💩,Negatif
Very very mantul app,Positif
"Loyalty point nya gak bisa dipakai terus, terus gunanya buat apa?. Tolong dong jangan pelit pelit. Saatnya give back ke pemakai aplikasimu yg loyal.",Negatif
"Transaksi pembayaran tolong tambahkan opsi, selain Dana",Negatif
Mantappu djiwaaaaaaaa😘😘😘😘😘,Positif
bikin acu nonton jjk lopyu,Positif
Mantap lebih mudah klo pesan tiket nonton,Positif
Simple and easy to use.,Positif
"keren, aku jadi bisa pesen tiket bioskop favorit aku, makasih ya tix id",Positif
Mantap anjayyy,Positif
Intuitive n good design ui.,Positif
"Dasar aneh, cuma ada tiket studio XXI di banjarmasin, bioskop lain ada kalee.. Studio XXI paling mahal tidak bermutu",Negatif
baik kan aku hehehehehehehehehehehek,Positif
Booking tiket lebih praktis,Positif
Aplikasi tiba tiba tidak bisa dibuka!! Stuck di logo TIX!,Negatif
Good kurang in taxnya aja😁,Positif
Very simple and easy to use. Connect to Dana for payment.,Positif
"wdym nomor handphone sudah terdaftar?? belum pernah pake ni app, mau daftar gabisa. Please help",Negatif
Tolong pembayaran jangan cuma pakai Dana. Servernya lemot sekali.,Negatif
The Peduli Lindungi pop-up message made me unable to click anywhere when I tried to book tickets. Please fix this asap,Negatif
"thanks for giving an immediate solution, back when it was December 2021 on ""tickets refunding."" Appreciate the hospitality. 😊",Positif
"Tidak ada benefit apa2, biaya lbh mahal. Lbh baik pakai aplikasi xxi atau cgv.",Negatif
mantapp 👍👍👍,Positif
Good..easy..friendly..,Positif
Menunjang mobilitas,Positif
"Okedeh, yok voucher nya yok",Positif
"dear tix id, please add an option of payment methods using ovo, linkaja, or gopay so that we customers can choose the payment application that we want. i hope you pay attention to this advice. thankyou. your loyal customer, kus",Negatif
aplikasinya bagus banget praktis. cuman yang masih kurang menurut saya cuman menu pembayarannya aja sih kura variatif,Positif
Sukaaaa,Positif
"Hi, i gave 3 stars ever since LOYALTIX can't be used. Please do your work team!",Negatif
"saran , lebih baik tulisan ""layar disini"" ditaruh diatas saja.Takutnya kalau dibawah tidak kelihatan dan malah jadi salah pesan...",Negatif
This application make me easy to order the ticket. Because i do not need to que with my baby boy.,Positif
Naicee,Positif
"Aplikasi ngak bisa di pakai, pilih rinkasan ticket, abis itu hang, benar ngak berguna setelah upade",Negatif
Nice and fast tp reservation,Positif
Notif klo ada film baru... nice!,Positif
"Mantap, gak ribet",Positif
Point loyal tix hangus semua 😂 sayang bgt gaisss,Negatif
Great application and easy to used,Positif
"Cukup oke, belakangan jarang promo",Positif
"Please untuk pembayarannya jangan cuma via dana aja, terima kasih.",Negatif
"Really helped me booked on tickets in my busy times, easy to use and overall great service",Positif
Ease to used and can you add more options for payment? It would be great 🥰🥰,Positif
Useful,Positif
Fast and easy to use..,Positif
Main sini,Positif
Ada sistem point tapi tidak bisa digunakan karna tidak ada yang bisa ditukar dan ada waktu expirednya. Lalu fungsi point ini buat apa,Negatif
Karena cuma bisa pakai Dana,Negatif
suka nih gue,Positif
Tambah dong fitur darkmode,Positif
"Point tix can not use for everything. So what for that if i can't use to buy ticket or anything, until expired not used it. Kalo ada bintang setengah, bakal.gue pencet tuh bintang.",Negatif
No more movies pop up again??,Negatif
aplikasi booking tiket yang mantep👍👍👍,Positif
Good and very helpful app,Positif
Easy to use. UI UX user friendly!,Positif
Easy and fast,Positif
Helpful apps but please consider to lower the fee for ticket purchase,Positif
Cool app,Positif
Ez life to watching movie,Positif
"ntapss, suka kalo lagi ada promo gede hehehe",Positif
Bikin promo yg bener blok,Negatif
Sudah jarang ada promo menarik. Rate 1.,Negatif
"Maaf ye bintang 1, punya poin gaberguna bgt. tix ngapain launch loyaltix klo emg belum ready. Percuma ini poin hangus terus karena gak tau mau diapain.",Negatif
Gooddd,Positif
Really tired of the update,Negatif
App yg membantu memudahkan pesan tiket,Positif
best app movie,Positif
"Easy to use, cheap tickets",Positif
So far So Good,Positif
Nice apps! Love it!,Positif
"Easy to use, clean look, sufficient feature.",Positif
"Beli tiket ga perlu antri, proses pemesanan, pembayaran & penukaran tiket sangat mudah. Suka bgt sih pake app ini!♥️",Positif
Simply beautiful! Easy user experience too,Positif
I like it very much. It's very easy to use. Friendly UI Payment method works so fine. I always use this. I preferred this app to others,Positif
Easy to use & booking,Positif
Josss,Positif
Please update the payment with instant dana payment,Positif
"Aplikasi yg mantap, no ribet...",Positif
praktisssss,Positif
"Tiket direfund 1 hari sebelum penayangan, bahkan refund nya tengah malam ketika tidur",Negatif
"Bagus bgt aplikasi ini , good job tix id, suggest tambah informasi utk kursi yg abu"", krn kupikir itu ud booked, rupanya prokes",Positif
Bagus dan praktis. Cuma tolong dong untuk jadwal keesokan harinya lebih di update lagi. Biar lebih praktis klo mau beli tiket buat nonton keesokan harinya.,Positif
Mantoel,Positif
"Why cant open apps, always loading... What happend ?",Negatif
Kalau bisa fee tambahannya jgn pertiket tp pertransaksi aja hehe lebih masuk di akal...,Negatif
"Lumayan utk pengganti Mtix. Apps yg simple & friendly terutama kerjasama dgn Dana. Pilihan studio beraga mulai dari CGV, Cinepolis, & XX1. Walaupun utk booking film di H-1 XX1 tdk tersedia dibanding studio lain, jadi harus H+1 kecuali pre-sale. Utk reedem point semoga ada fiturnya, karena uda koleksi point banyak. Trims",Positif
Aplikasi bagus tp sebaiknya biaya layanan free,Positif
"Ribet, aplikasi paling ribet ga flebel jika lupa pin",Positif
"Bagus, tapi kadang tidak up to date sering harus pesen tiket dihari H",Positif
"Nice, easy to use application.",Positif
Its a good app but when I want to buy tickets theres only one way soo... Pls add more like gopay or ovo.thankyou,Negatif
pengalaman buruk menggunakan tix id,Negatif
"easy to use, no need to worry where to sit after arrived to the cinema",Positif
Sering menggunakan sampai point 30000 tapi point tidak bisa dibuat apa apa sampai hangus ..huuufffttt,Negatif
Di kasih voucher discount donk,Positif
Use full application,Positif
Barakallahufik,Positif
gosddd,Positif
mohon tambah metode pembayarannya,Negatif
good mwah,Positif
Lebih enak lagi kalau bisa pakai berbagai macam e-wallet untuk pembayaran,Positif
"I dont and wont have DANA, and can't make payment",Negatif
"Mempermudah, tanpa Antri 👍👍",Positif
menghemat waktu dan tenaga tanpa mengantri,Positif
Ok sih untuk saat ini,Positif
REFUND REFUND REFUND,Negatif
Nice!! Super App!,Positif
Poin loyaltix ga bisa dipakai,Negatif
"Untuk layout seat, terkesan ada pembatasan jarak, namun saat sampai di bioskop ternyata tidak pembatasan jarak. Saat komplain ke pihak bioskop, dibilangnya TixID yang seharusnya info ke customer (bahwa tidak ada pembatasan jarak) . Saat komplain ke pihak TIXID, katanya kita beli tiket itu sudah harus siap dengan semua kondisi di bioskop (cth: beli tiket krn percaya ada pembatasan jarak, eh sampai bioskop kanan kiri full tidak dibatasi jarak). Sip kalau begitu.",Negatif
Pembayaran kok cuma bisa pake DANA? kompetisi kok sampah sekali sih kalian,Negatif
tidak bisa order tiket utk beberapa hari ke depan. hanya bisa order utk presale saja.,Positif
Best ticket ing apps and update so well,Positif
Nice apliction and good jobs,Positif
"Point loyalty can not be used at any point, it must reach minimum point.. I think, it is better if any point can be used to deduct the payment when the user buying ticket.. Because the point has expired date..",Negatif
Mantapppp mudahhh,Positif
Tambahin cara bayar nya sihh,Positif
Fast processing. Good app.,Positif
Really like it,Positif
Aplikasi yang mempermudah untuk menonton film dan hiburan Pembayaran bisa menggunakan e-wallet (dana),Positif
ntaps,Positif
"Niat jualan tiket apa ngak sih.. Jadwalnya macet semua, gak bisa klik sama sekali mau beli tiket di jam mana pun, hari nya pun gak bisa.. Perbaiki lahh",Negatif
"Lmao, they deleted my review",Negatif
Sangat memudahkan,Positif
Lucu dan sedih liat orang lain berjuang susah2 buat tiket film tertentu harus batal dan diganti hanya dengan refund.... Saya pasti kecewa kalau di posisi itu,Negatif
"Use to be good, but this past few months it wont show any cinema in bali",Negatif
Itu point mau kemanain? Ng bisa dipake. Sebentar lagi kadaluarsa!,Negatif
"Mantap, nambah biaya admin dikit, tapi worth it jadi ga perlu antri beli tiket",Positif
Asu,Negatif
Naisu,Positif
Sangat memudahkan pesan tiket apalagi bisa bayar pake dana 👍😁,Positif
"Tidak real time, dan jadwal pembukaan penjualan tiket lebih lambat daripada app mtix, jd pasti lebih duluan kehabisan tiket. Disaat mtix sudah menjual tiket lebih dr 30 kursi strategis (1studio), app tix id baru bisa diakses jadwal film2nya....pantes kok review2 yg lain banyak yg protes saat pre-sale spiderman pada di refund.",Negatif
"Loading lama, pembayaran cm pake dana. Td ga ada fitur pilih kursi lgsg ajah beli tiket trus ke dana. Mau bayar pake shopee pay ga bs. Pake transfer virtual account ga bs jg",Negatif
only use DANA as payment platform...ribeeddddd daaahhh,Negatif
Gak bisa check out an*ing! Masa' iya update slot kursinya lama???,Negatif
Efective,Positif
"good,add a lot of discount hahahaha",Positif
Good looking app with nice user experience. Keep up the good work!,Positif
Easy to use...,Positif
BEST !! SIMPLE !!!!!!,Positif
Gabisa dibuka apps nya,Negatif
Refund on D-1?!?!,Negatif
very easy...,Positif
Good..,Positif
Easy to Use tu buy ticket,Positif
Gampang & cepat,Positif
My go-to app for booking cinema in Indonesia,Positif
Menonton mudah dengan membayar lewat aplikasi.,Positif
Good aplication,Positif
Aplikasi sampah,Negatif
Okay lah,Positif
madep,Positif
Baik,Positif
Selama ini baik-baik saja. Tidak ketika presale NWH dibuka. Tolong dievaluasi terkait refund sepihak terkait presale hari ini.,Negatif
Booo,Negatif
Mudah digunakan. Top,Positif
Aplikasi yang sangat membantu dan mempermudah pemesanan tiket bioskop.,Positif
"Refund sepihak meskipun sudah booking dan transfer, aplikasi parah 🖕",Negatif
Great one,Positif
"Helpfull app., I can buy ticket from from eveywhere",Positif
Aplikasi nya gk berguna saya mau pesan tiket malah minta maaf...jangan pernah install aplikasi ini aplikasinya hoax,Negatif
"Selalu muncul ""tidak ada film""",Negatif
Segampang ini order ticket..kapanpun dimanapun..keren deh,Positif
"udah lama uninstall ini, baru install lagi, keren udah bonding sm dana",Positif
Jos.,Positif
"Very easy to use and more promotion can be found. Preview/trailer of movies are available, too.",Positif
keren 😎🤙,Positif
"Pada saat ingin membeli tiket selalu gagal dan nanti pada saat memilih kursi yg baru, muncul pembayaran yg lama dan akhirnya saya bingung mw ambil yg mana begitu terus sampai tiket ga di jual",Negatif
Ok..ok..ok...ok...k..,Positif
"Wajib menggunakan satu aplikasi uang digital, gak fleksibel",Negatif
Very 👍👍👍👍👍👍,Positif
Very easy to use,Negatif
REFUND DOANG,Negatif
Bad for download,Negatif
"Cara menggunakan voucher yang didapat dari DANA sangat tidak user friendly, berbelit belit & sulit dipahami",Negatif
mantap sih mempermudah banget apalagi di masa pandemi gini,Positif
"Stuck di logo terus, sudah berkali-kali diinstal ulang",Negatif
Nice app.,Positif
Mantul brooo,Positif
Perbanyak promo,Positif
"Great apps, easy to use, maybe add some more paying methods",Positif
"Can't use complicated password with this app. Can only pay with DANA, and they also charge you with convenience fee PER TICKET, not PER TRANSACTION. Next time I'll just walk through the cashier and queue like a normal person.",Negatif
aplikasi easy to use...dan proses jg cepat.. thnks,Positif
aplikasi yg kerennn,Positif
"Great app, user friendly and easy on transaction.👍👍👍👍👍",Positif
keren aplikasinya,Positif
Refund tanpa konfirmadi,Negatif
Ga bisa dipakai,Negatif
Loading mulu sampe soldout,Negatif
Very easy and full course,Positif
usefull,Negatif
"Metode pembayaran semoga kedepannya bisa lebih ditingkatkan lagi, jadi ngga harus selalu pakai dana",Positif
"Extremley disapointed, doing refund one sided",Negatif
"I like this app before, not until it suddenly stop working saying ""Sambungan anda tidak aman"". Updating the app is not possible (Always loading..). Please fix it immediately.",Negatif
proses mudah..sangat terbantu buat pembelian tiket..lmym voucher promonya,Positif
Sekarang males pake TIX ID ?.Kenapa karena udah ga ada voucher potongan tiket nonton baik di aplikasi TIX ID maun merchat yg bekerjasama seeerti DANA. Pindah ke 9*p4y diakonnya ga nanggung2 diskon 50% maksimal 35rb. SANGAT LUMAYAN BANGET NONTON 2 TIKET JADI BAYAR CUMA 35RB. TOLONG TUX ID DAN DANA KLO MAU PADA MESEN LAGI DISEDIAKAN VOUCHER CASHBACKNYA,Negatif
Nice !!,Positif
Cepat dan mudah,Positif
"Now, im just gonna give this app a 4 stars because, there is a problem in the transaction when i use Dana, sometimes there's an error, its not from internet factor or phone factor, but its in the apps gets some problem, thank you if you fix it...",Positif
Pesanan saya selalu di refund tanpa sebab padahal saldo dana mencukupi,Negatif
kalo ditambah pembayaran lewat go pay shopee pay lebih bagos,Positif
pembatalan sepihak spiderman tanpa kompensasi,Negatif
Refund h-1 tiket spider-man no way home. Trus urang disuruh gimana biar bs dapet lg tuh seat?!,Negatif
Mantap bat dah,Positif
Gak bisa diinstall di android 12. (Galaxy S21 ultra),Positif
"Udah kapok beli lewat aplikasi ini, enggak ada tanggung jawabnya sama sekali tiba-tiba main refund aja H-1 sebelum film mulai alasan karena kesalahan sistem? saran saya mending beli lewat aplikasi bioskop atau ke bioskopnya saja langsung udah pasti gak bakalan ada refund",Negatif
sejauh ini good sih,Positif
"Tidak professional dalam penanganan urusan tiket yang tersedia, lebih parah tidak ada isu mengenai refund, tiket overlap dengan orang lain. Dissat sudah berada di-studio baru dapat konfirmasi dari orang studio bahwa tiket overlap.",Negatif
KUALITAS MENURUN 👎,Positif
I really like it. Very convinient.,Positif
saya dapat tiket spidermen,Positif
Aplikasinya lelet bgt,Negatif
You know laah ya,Negatif
Very helpfulll.,Positif
"Sampah, beli tiket jauh2 hari sampai rela begadang malah dibatalkan sepihak. Sekarang semua bioskop sudah penuh dan saya gk kebagian kursi",Negatif
Bagus.,Positif
Gud,Positif
"bagus banget, ga ribet pembayaran & ga ribet kalo mau booked ticket",Positif
Bikin trauma.,Negatif
Sy booking tiket untuk tgl 20 des...sdh dbayar...tp dcek lg kok seat number yg sy booked msh tersedia ya...itu gmn mohon penjelasannya,Negatif
Easyy,Positif
Bad refund my ticket so disappointed,Negatif
"Saya lebih senang beli tiket di tix id ketimbang di kasir bioskopnya. Bukan karena males antri, tapi lbh karena bisa flashback di riwayat transaksi tentang film apa saja yg dulunya pernah saya tonton. Tix id memang mantap!",Positif
"Refund tiba2 H-1 untuk film yg sangat2 dinantikan. Kesalahan yg sangat fatal, kalau bisa bintang 0 pun saya kasi 👎👎👎👎👎",Negatif
refund tiket sepihak pas H-1 tanpa sepengetahuan dan tidak ada kompensasi atau pengembalian tiket yg sudah kita beli... SHAME ON YOU #uninstaltixid,Negatif
Sangat membantu ok banget,Positif
"Payah, 5x beli tapi di refund terus, tiap mau beli tiket pembayarannya error Lebih baik pesan di aplikasi xxi atau cgv aja",Negatif
Sedap,Positif
Keren banget cuy,Positif
"Simple. Useful. Tapi sediakan juga ya top up saldo melalui Bank syariah seperti BSI misal, agar memudahkan opsi.",Positif
1 star for refund in spiderman no way home,Negatif
worst app ever!!! how dare u refund my NWH ticket.,Negatif
"Sempet kena refund, tp bisa beli lagi, bikin deg2 an",Negatif
TRASH !!!!!!!!!!,Negatif
praktis,Positif
Tix Id Hebat Saya cinta Tix Id,Negatif
Lumayan,Positif
broken,Negatif
refund mulu padahal udah perjuangan beli tiket,Negatif
If the corp can't take the responsibilities. Don't make a service apps. Bye!,Negatif
Masa direfund tiba2 sih??,Positif
"sip, suka dengan app ini",Positif
How dare you refund my nwh ticket on d-1? Disappointed. Uninstalled.,Negatif
"HP gw aman2 aja, Samsung A51, internet lancar, tpi somehow ngefreeze di load screen. ga bisa dibuka2 apps ny dh reinstall. cmiw",Negatif
Aplikasi sampah. Playstore harus hapus aplikasi ini,Negatif
spiderman tiket refund,Negatif
mengoke😔👍,Positif
Refund??? appikasi Bajingan....,Negatif
Kena refund spiderman wakakkaa,Negatif
refund seenaknya!!,Negatif
Sesat,Negatif
Worst app ever.,Negatif
Nice and useable..,Positif
"Peristiwa ""Spiderman: No Way Home"" akan selalu saya ingat!",Negatif
BUSUK! PESEN TIKET SPIDER-MAN NO WAY HOME DIBATALKAN SEPIHAK DAN REFUND!,Negatif
Refund seenak jidat,Negatif
Kena refund tiket pdhl ga minta refund. Spiderman NWH,Negatif
"Tidak profesional, refund tengah malam tanpa ada konfirmasi, bukan masalah uangnya tapi pengorbanan dapatin seat terbaik tidak mudah, maaf terlanjur kecewa !",Negatif
Busuk.. tiket di refund,Negatif
sampah,Negatif
Sangat berfungsi sekali,Positif
takut refund,Negatif
"tiket Spiderman NWH kena refund sepihak padahal udah begadang buat dapetin kursi bagus goodbye, mending gua pake app lain",Negatif
"Beli tiket di jauh hari tapi di cencel pas deket penayangan, ini bukan masalah refund tpi masalah jatwat kerja dan rela begadang demi dapet tempat yg enak pas nonton, se enak udel lu batalin, terus tinggal minta maaf? sorry gua pelangan setia lu tpi mulai sekarang gua pindah haluan ke MTIX !!!",Negatif
"Wah, review nya dihapus terus",Negatif
Refund terus,Negatif
Nasi udah jadi bubur,Negatif
Refund terus~,Negatif
"Bintang 1 krn spiderman nwh direfund jd merugikan semua orang, jd gbsa nonton krn ga dpt seat. Kesel banget. Say no deh buat tix",Negatif
"Padahal dari awal pre-sale Spider-Man NWH udah gue DM di IG kalo sistemnya error, denah studionya berubah2. Adminnya nggak cepat tanggap, baru nyadar error pas H-1, kejadian refund massal. Yaudah telat banget sih, mau gimana lagi, yg direfund pasti kecewa berat lah.",Negatif
Shame on u,Negatif
Refund h-1.... Bye 👋,Negatif
No way home,Negatif
"Secara keseluruhan bagus, namun setiap ada promo ""server down"" jadi jangan berharap terlalu lebih, nanti kecewa",Negatif
Tolol,Negatif
App sampah abis covid pada nunggu film malah eror jangan lupa b 1 nya,Negatif
woiiii tiket spiderman gw kenapa di refund terus ga ada pemberitahuan... ngapain sampe buru buru beli.. kacrut bener appsnya,Negatif
Refund.,Negatif
PARAHHH..... MENGECEWAKAN,Negatif
"Simpel aja, refund sepihak tiket no way home",Negatif
kecewa dek,Negatif
"Gak pake app ini buat beli NWH tp kasian anjir yg udah usaha buat dapetin di refund sepihak. Sangat gak professional, uninstalled",Negatif
"Aplikasi jelek, seenaknya refund tiketttttt. Nyusahin woy",Negatif
Love tix id,Positif
Kecewa karna main refund tiket,Negatif
"Same as everybody else, I lost my ticket that I brought because of some ""error"" and TIX doesn't even return them, just the money. Lost my precious time with this. Shouldn't customers be protected? Shouldn't have TIX anticipated the massive number of customers? Disappointed :(",Negatif
Apik,Positif
"Kasus Tiket Spider-Man NWH, seat nya nge bug, harga nya nge bug, segala banyak bug, pas sudah h-1 nonton tiba tiba refund se pihak, ini buat pembelajaran bagi gw bahwa perusahaan bagus belum tentu punya programmer/developer yang baik dalam pengelolaan aplikasi.",Negatif
"sampah, refund tiket spiderman no way home tanpa ada kompensasi.",Negatif
"I still believe in you, you have worked hard ❤️❤️❤️ be better ❤️❤️❤️ improve yourself and they will come to you ❤️❤️❤️",Positif
